"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Index Keywords","Funding Details"
"Oliveira K.P.; da Silva Filho E.D.; Brizola V.Y.; Wanderley Neto A.O.; Fonseca J.L.C.","Oliveira, Keville P. (59185394700); da Silva Filho, Ernani D. (57201746533); Brizola, Vivian Y. (59167287500); Wanderley Neto, Alcides O. (18134608100); Fonseca, José L. C. (7101983611)","59185394700; 57201746533; 59167287500; 18134608100; 7101983611","Thermodynamics of sorption of drugs on chitosan: low- and high-concentration analysis","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196759533&doi=10.1007%2fs11696-024-03530-2&partnerID=40&md5=57182d8339aa403276f3b3dfce0f3c64","","Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; PROPESQ-UFRN; Pró-Reitoria de Pesquisa, Universidade Federal do Rio Grande do Sul, PROPESQ; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
"de Oliveira R.B.; dos Santos O.F.P.; Azevedo S.; Machado L.D.","de Oliveira, Raphael B. (58030945000); dos Santos, Osmar F.P. (35322136400); Azevedo, Sergio (7005304386); Machado, Leonardo D. (53264311400)","58030945000; 35322136400; 7005304386; 53264311400","On the role of the interface in the mechanical and electronic properties of BCN monolayers","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190357413&doi=10.1016%2fj.diamond.2024.111070&partnerID=40&md5=643ab65e071e2ecffd399748f9732afb","Boron nitride; Density (specific gravity); Density functional theory; Graphene; Heterojunctions; III-V semiconductors; Monolayers; BCN monolayer; Bond type; Density-functional theory calculations; Density-functional-theory; Force response; Lateral 2d heterostructure; Material stiffness; Mechanical and electronic properties; Resulting materials; Stress-strain calculations; Electronic properties","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Universidade Federal do Rio Grande do Norte, UFRN; Fundação de Apoio à Pesquisa do Estado da Paraíba, FAPESQ"
"Santos C.E.B., Jr.; Silva L.M.D.D.; Torquato M.F.; Silva S.N.; Fernandes M.A.C.","Santos, Carlos E. B. (57219685682); Silva, Lucileide M. D. da (57205121703); Torquato, Matheus F. (57195314921); Silva, Sérgio N. (56402497700); Fernandes, Marcelo A. C. (7202947679)","57219685682; 57205121703; 57195314921; 56402497700; 7202947679","SHA-256 Hardware Proposal for IoT Devices in the Blockchain Context","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197116722&doi=10.3390%2fs24123908&partnerID=40&md5=ed14b1a0c113bfafd39c4d02209a6c4a","Blockchain; Field programmable gate arrays (FPGA); Hash functions; Block-chain; Field programmables; Field-programmable gate array; Hardware; Hash algorithm; Power-saving; Processing capacities; Processing power; Programmable gate array; SHA-256; adult; algorithm; article; blockchain; human; internet of things; privacy; Internet of things","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
"Pereira R.N.; Júnior J.G.D.; Santana Praxedes M.E.T.; Cabral K.C.; da Silva Neto V.P.; D'Assunção A.G.","Pereira, Raquel Nunes (58896413200); Júnior, José Garibaldi Duarte (57218290128); Santana Praxedes, Maria Elizabeth Teixeira (58895988900); Cabral, Kleber Cavalcanti (57212392334); da Silva Neto, Valdemir Praxedes (57423581000); D'Assunção, Adaildo Gomes (7004474343)","58896413200; 57218290128; 58895988900; 57212392334; 57423581000; 7004474343","A planar DGS sensor for moisture analysis in civil construction aggregates","2024","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185484819&doi=10.1016%2fj.sna.2024.115042&partnerID=40&md5=d65fb9af7606b3255cd80a2dea8ded75","Building materials; Natural frequencies; Optical resonators; Reliability analysis; Ring gages; %moisture; Buildings materials; Civil constructions; Complementary split ring resonator.; Complementary split-ring resonator; Defect ground structure; Defect ground structure sensor.; Humidity.; Planar defect; Resonance frequencies; Aggregates","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES"
"Costa A.E.S.; Bissiriou A.O.; de Oliveira G.P.; Silva J.V.S.; Pinheiro R.F.; Salazar A.O.","Costa, A.E.S. (59333406600); Bissiriou, A.O. (58795612700); de Oliveira, G.P. (57212024822); Silva, J.V.S. (59333393500); Pinheiro, R.F. (7004083401); Salazar, A.O. (7102422753)","59333406600; 58795612700; 57212024822; 59333393500; 7004083401; 7102422753","Analysis of the Behavior of the Electromagnetic Frequency Regulator (EFR) Used in Hybrid Wind-Solar Photovoltaic Generation Systems.","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204339291&doi=10.52152%2f3925&partnerID=40&md5=59d7a9b5495ed5838431b766500e370c","Asynchronous generators; Solar power generation; Electromagnetic frequency; Electromagnetic frequency regulator; Frequency regulator; Hybrid wind; Photovoltaic generation system; Pole pair configuration; Pole pairs; Renewable energies; Renewable energy source; Solar photovoltaic generations; Poles and zeros","Coordination of Superior Level Staff Improvement"
"Amaral B.; Cunha M.T.","Amaral, Barbara (56105016000); Cunha, Marcelo Terra (7801559468)","56105016000; 7801559468","On geometrical aspects of the graph approach to contextuality","2024","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183678777&doi=10.1098%2frsta.2023.0008&partnerID=40&md5=01584e1bbbb2b2d5e6250422bbe8b103","Computation theory; Geometry; Probability distributions; Quantum computers; Quantum theory; Set theory; Contextuality; Convex set; Geometric approaches; Geometric distances; Geometrical aspects; Quantum contextuality; Quantum physics; Sets of probability distributions; geometry; probability; review; Graph theory","Fundação de Amparo à Pesquisa do Estado de São Paulo, FAPESP, (2020/06454-7); Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Fundação de Amparo à Pesquisa do Estado de Minas Gerais, FAPEMIG; Fundo de Apoio ao Ensino, à Pesquisa e Extensão, Universidade Estadual de Campinas, FAEPEX, UNICAMP; Instituto Nacional de Ciência e Tecnologia de Informação Quântica, INCT-IQ; Ministério da Ciência, Tecnologia, Inovações e Comunicações, MCTIC"
"Zhang E.; Guan S.; Fan H.; Wang Y.; Yan H.; Guo L.; Zhai X.; Martínez Huitle C.A.; Ding J.","Zhang, Ertai (59149864900); Guan, Shuyan (57320165400); Fan, Haojun (57775885700); Wang, Yongxin (59295908300); Yan, Hui (59149471000); Guo, Lei (59149374500); Zhai, Xuedong (11640497900); Martínez Huitle, Carlos A. (6507655813); Ding, Jing (57204311681)","59149864900; 57320165400; 57775885700; 59295908300; 59149471000; 59149374500; 11640497900; 6507655813; 57204311681","Corrigendum to ‘Boosting organics degradation via sulfite activation by Fe/Mn@CF composite electrode: Performance and mechanism’ [Chem. Eng. 493 (2024) 152342] (Chemical Engineering Journal (2024) 493, (S1385894724038294), (10.1016/j.cej.2024.152342))","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196257602&doi=10.1016%2fj.cej.2024.153041&partnerID=40&md5=03c9bb3f1615c2a31f560a627bfc80a8","","State Key Laboratory of Urban Water Resource and Environment, SKLUWRE; Heilongjiang Touyan Innovation Team Program; National Natural Science Foundation of China, NSFC, (52270068); National Natural Science Foundation of China, NSFC; Harbin Institute of Technology, HIT, (QG202225); Harbin Institute of Technology, HIT; Zhongtian Hechuang Energy Co., Ltd., (ZTHG-2023-02-1183)"
"Garcia J.R.; de Albuquerque P.J.R.; dos Santos P.R.C.; de Freitas Neto O.","Garcia, Jean Rodrigo (55982061500); de Albuquerque, Paulo José Rocha (57311493100); dos Santos, Palloma Ribeiro Cuba (59278240400); de Freitas Neto, Osvaldo (57196423940)","55982061500; 57311493100; 59278240400; 57196423940","Analysis of the behavior of piled foundations in unconventional soil","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201638032&doi=10.1016%2fj.engstruct.2024.118832&partnerID=40&md5=9a1d4c1b6bdd3730136c332a4052950a","Building foundations; Load sharing; Loading tests; Pile caps; Pile groups; Piled foundations; Stress bulb; Surrounding soils; Tropical climates; Tropical soils; finite element method; loading test; numerical model; pile group; soil-structure interaction; tropical soil","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Universidade Federal de Uberlândia, UFU; Universidade Estadual de Campinas (UNICAMP), UNICAMP; Fundação de Amparo à Pesquisa do Estado de São Paulo, FAPESP, (Nº.11/17959-3)"
"Zhang E.; Guan S.; Fan H.; Wang Y.; Yan H.; Guo L.; Zhai X.; Martínez Huitle C.A.; Ding J.","Zhang, Ertai (59149864900); Guan, Shuyan (57320165400); Fan, Haojun (57775885700); Wang, Yongxin (59295908300); Yan, Hui (59149471000); Guo, Lei (59149374500); Zhai, Xuedong (11640497900); Martínez Huitle, Carlos A. (6507655813); Ding, Jing (57204311681)","59149864900; 57320165400; 57775885700; 59295908300; 59149471000; 59149374500; 11640497900; 6507655813; 57204311681","Boosting organics degradation via sulfite activation by Fe/Mn@CF composite electrode: Performance and mechanism","2024","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194554374&doi=10.1016%2fj.cej.2024.152342&partnerID=40&md5=8131b26efcfb4dc3a86adf3170b05569","Amides; Anodes; Binary alloys; Chemical activation; Density functional theory; Electric fields; Electrochemical electrodes; Electrochemical oxidation; Electrolytes; Iron; Manganese alloys; Metal ions; Sodium sulfate; Sulfur compounds; Advanced Oxidation Processes; Carbamazepine; Carbon felts; Composites electrodes; Electrochemical oxidation process; Electrode mechanism; Electrode performance; Organic degradation; Oxidation process; Sulphite activation; Manganese","State Key Laboratory of Urban Water Resource and Environment, SKLUWRE; Zhongtian Hechuang Energy Co. Ltd.; Heilongjiang Touyan Innovation Team Program; National Natural Science Foundation of China, NSFC, (52270068); National Natural Science Foundation of China, NSFC; Harbin Institute of Technology, HIT, (QG202225); Harbin Institute of Technology, HIT; Zhongtian Hechuang Energy Co., Ltd., (ZTHG-2023-02-1183)"
"Duarte M.J.; D’Assunção A.G.; da Silva Neto V.P.","Duarte, Mychael Jales (56816369000); D’Assunção, Adaildo Gomes (57208902469); da Silva Neto, Valdemir Praxedes (57423581000)","56816369000; 57208902469; 57423581000","A New Miniaturized Active Frequency Selective Surface with Convoluted Element for UHF Applications","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197342841&doi=10.1590%2f2179-10742024v23i1278519&partnerID=40&md5=be6073bbadb288f5ad56f29ea7de9073","Circuit simulation; Convolution; Dielectric materials; Diodes; Equivalent circuits; Frequency response; Schottky barrier diodes; Timing circuits; Active frenquency selective surface; Active frequency selective surface; Dielectric substrates; Equivalent circuit model; Frequency-selective surfaces; Metallic lines; Schottky diodes; Selective surface; Unit cell size; Wireless communication system; Frequency selective surfaces",""
"Dalmazzo Sanches F.; Ap Cavallini A., Jr; Steffen V., Jr.","Dalmazzo Sanches, Fabio (56728172000); Ap Cavallini, Aldemir (58282378400); Steffen, Valder (7004361797)","56728172000; 58282378400; 7004361797","Theoretical and experimental applications of a rotor balancing technique without using trial weights based on augmented Kalman filter","2024","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181148183&doi=10.1016%2fj.ymssp.2023.111066&partnerID=40&md5=611e64198470a3c91c353196d84c0a71","Balancing; Covariance matrix; Kalman filters; Augmented kalman filters; Balancing techniques; Common faults; Experimental application; Kalman filter technique; Rotating machine; Rotor balancing; Rotor systems; Rotors dynamics; Trial weight; Sensitivity analysis","INCT-EIE, (PD-02949–3007/2022); Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq; Petrobras; Fundação de Amparo à Pesquisa do Estado de Minas Gerais, FAPEMIG; Agência Nacional de Energia Elétrica, ANEEL"
"Dantas Neto J.R.; Lopes J.S.B.; Fonsêca D.A.D.M.; Garcia A.R.G.; Ferreira J.M.D.S.; Villarreal E.R.L.; Salazar A.O.","Dantas Neto, José Raimundo (57215314720); Lopes, José Soares Batista (55104256700); Fonsêca, Diego Antonio De Moura (36682132200); Garcia, Antonio Ronaldo Gomes (57199310824); Ferreira, Jossana Maria de Souza (58932619800); Villarreal, Elmer Rolando Llanos (55361069800); Salazar, Andrés Ortiz (7102422753)","57215314720; 55104256700; 36682132200; 57199310824; 58932619800; 55361069800; 7102422753","Artificial Intelligence for the Control of Speed of the Bearing Motor with Winding Split Using DSP","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187415055&doi=10.3390%2fen17051029&partnerID=40&md5=e86fab0d3bb5828f8a7c0e6c231f4d77","Adaptive control systems; Controllers; Digital signal processing; Fuzzy inference; Fuzzy neural networks; MATLAB; Position control; Speed control; Uncertainty analysis; Vector control (Electric machinery); Winding; Adaptive network-based fuzzy inference system; Adaptive-network- based fuzzy inference systems; Bearingless; Control of speed; Digital implementation; DSP; Inductions motors; Radial position; Radial position control; Speed controller; Induction motors","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Haandel A.V.; Santos S.L.; Allegue T.; Garrido J.M.","Haandel, A.V. (6603817880); Santos, S.L. (57201738151); Allegue, T. (57201389166); Garrido, J.M. (57196074195)","6603817880; 57201738151; 57201389166; 57196074195","Maximizing sustainability by energy recovery in anaerobic treatment systems","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195347480&doi=10.2166%2f9781789063479_0167&partnerID=40&md5=06f72612bc7432c80c4baf05e3e0793e","",""
"Holanda T.M.V.; de Oliveira J.C.A.; Moreira S.M.G.; Rodrigues V.M.; Dantas M.R.D.N.; Xavier Júnior F.H.; Gomes A.P.B.; Ferreira L.D.S.; de Assis C.F.; de Sousa Júnior F.C.","Holanda, Tatiana M. V. (58771994000); de Oliveira, Judson C. A. (59001509500); Moreira, Susana M. G. (35741281600); Rodrigues, Victor M. (57221219500); Dantas, Marina R. do Nascimento (58516705700); Xavier Júnior, Francisco H. (16177055000); Gomes, Ana P. B. (15919281700); Ferreira, Leandro de S. (57194405914); de Assis, Cristiane F. (35603234700); de Sousa Júnior, Francisco C. (35797166000)","58771994000; 59001509500; 35741281600; 57221219500; 58516705700; 16177055000; 15919281700; 57194405914; 35603234700; 35797166000","Ouratea sp. and Virola surinamensis seed fats as new sources of lipids: Composition, physicochemical characterization, bioactive potential, and cytotoxicity","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191301773&doi=10.1002%2fejlt.202300232&partnerID=40&md5=5fbbe1a28f09d1d7fe51ef878d9d5ece","","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES; Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq, (309130/2021‐2); Conselho Nacional de Desenvolvimento Científico e Tecnológico, CNPq"
"Gonçalves Luz P.M.S.; Silva I.M.; Melo Neto O.D.M.; Dias T.L.; Figueiredo Lopes Lucena L.C.D.; Sampaio R.M.B.","Gonçalves Luz, Priscila Maria Sousa (57226563042); Silva, Ingridy Minervina (57747170000); Melo Neto, Osires de Medeiros (59126078600); Dias, Thiago Lucena (59125396900); Figueiredo Lopes Lucena, Leda Christiane de (57422434800); Sampaio, Raquel Menezes Bezerra (23098449500)","57226563042; 57747170000; 59126078600; 59125396900; 57422434800; 23098449500","Analysis of the Degree of Blending (DoB) of recycled asphalt mixtures with variation in mixing temperature, type, and RAP content","2024","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193016037&doi=10.1016%2fj.conbuildmat.2024.136577&partnerID=40&md5=c8aca6e5c779582566bfd37a84b2d764","Asphalt mixtures; Asphalt pavements; Binders; Blending; Dynamics; Environmental impact; Recycling; Sustainable development; Asphalt coatings; Dynamic moduli; Independent variables; Mixing temperature; Pavement material; Predictive models; Production cost; Reclaimed asphalt pavements; Recycled asphalt mixture; Reuse; Fourier transform infrared spectroscopy",""
